id,director,cast
293380,Bernard L. Kowalski,"['Madeleine Stowe', 'John Shea', 'Leo McKern']"
174309,Matt Wolf,"['Ben Whishaw', 'Jena Malone', 'Julia Hummer']"
59169,,[]
125154,José Val del Omar,[]
122348,Sharon Lockhart,[]
51239,Brenton Spencer,"['Kevin Sorbo', 'Steph Song', 'Christopher Judge']"
222216,Clarence Fok,"['Donnie Yen', 'Jing Tian', 'Collin Chou']"
34515,Gary Binkow,"['Katt Williams', 'Anthony Anderson', 'Snoop Dogg']"
180951,Christopher Menaul,"['Dominic Cooper', 'Emily Browning', 'Dan Stevens']"
46127,James Hayman,"['Lucy Hale', 'Courtney Thorne-Smith', 'Amanda Schull']"
19444,Alex Chandon,['Julius Barnet']
42309,Michael Storey,"['Aaron Ashmore', 'Haylie Duff', 'Lucy Hale']"
267863,Max Giwa,"['Annabel Scholey', 'Hannah Arterton', 'Giulio Berruti']"
67753,Marcel Pagnol,"['Fernandel', 'Fernand Charpin', 'Henri Poupon']"
132936,Dirk Hagen,"['Lisa Arturo', 'James Avery', 'Elya Baskin']"
81116,Raoul Walsh,"['Cary Grant', 'Joan Bennett', 'Walter Pidgeon']"
274985,Robert Denny,[]
212503,David Dietl,"['Olli Dittrich', 'Veronica Ferres', 'Katrin Bauerfeind']"
142119,Yoav Potash,"['Shira Potash', 'Yoav Potash']"
261820,Angus MacLachlan,"['Paul Schneider', 'Anna Camp', 'Michael Chernus']"
120605,Phil Joanou,"['Thomas Jane', 'Ron Perlman', 'Sammi Rotibi']"
307113,Tuukka Temonen,[]
259018,Tim Garrick,"['Nat Wolff', 'Selena Gomez', 'Mary-Louise Parker']"
175555,Tyler Perry,"['Tyler Perry', 'Anna Maria Horsford', 'Tika Sumpter']"
277368,Laurent Tirard,"['Valérie Lemercier', 'Kad Merad', 'Daniel Prévost']"
145162,Eric Till,"['David Hemmings', 'Samantha Eggar', 'Emlyn Williams']"
13759,Paul Schibli,"['Kiefer Sutherland', 'Megan Follows', 'Mike MacDonald']"
129062,Mario Caiano,"['Rod Cameron', 'Horst Frank', 'Mimmo Palmara']"
241432,Christian Camargo,"['Katie Holmes', 'Ben Whishaw', 'Allison Janney']"
44936,James Bryan,"['Jack McClelland', 'Mary Gail Artz', 'Angie Brown']"
18755,Karl DiPelino,"['Jefferson Brown', 'Darryn Lucio', 'Christopher Elliott']"
53527,Elliott Nugent,"['Harold Lloyd', 'Phyllis Welch', 'Raymond Walburn']"
90932,Edwin L. Marin,"['Judy Garland', 'Freddie Bartholomew', 'Mary Astor']"
182099,Arthur Lipsett,[]
141058,Chris Crow,"['Elen Rhys', 'Mark Lewis Jones', 'Gary Mavers']"
110323,Claude Miller,"['Audrey Tautou', 'Gilles Lellouche', 'Anaïs Demoustier']"
51090,Yann Samuell,"['Sophie Marceau', 'Jonathan Zaccaï', 'Marton Csokas']"
14669,Robert Celestino,"['Chazz Palminteri', 'Christine Lahti', 'Tom Guiry']"
212606,Erik Poppe,"['Juliette Binoche', 'Nikolaj Coster-Waldau', 'Maria Doyle Kennedy']"
60119,Darrell James Roodt,"['Natasha Henstridge', 'Angus Macfadyen', 'Liam Waite']"
215538,Jack Haley Jr.,"['John Phillip Law', 'Dyan Cannon', 'Robert Ryan']"
65821,Stephen Poliakoff,"['Daniel Williams', 'Matthew James Thomas', 'Brock Everitt-Elwick']"
52622,Eric Rochant,"['Samuel Le Bihan', 'Jean-François Stévenin', 'Jean-Pierre Kalfon']"
51017,Tyler Perry,"['Tyler Perry', 'Lauren London', 'Shannon Kane']"
26540,Chuck Jones,"['Mel Blanc', 'June Foray']"
81393,James Hayman,"['Amy Smart', 'Mark-Paul Gosselaar', 'Benjamin Ayres']"
62836,Jon Cassar,"['Greg Kinnear', 'Katie Holmes', 'Barry Pepper']"
302118,Veit Helmer,"['Benno Fürmann', 'Fritzi Haberlandt', 'Margarita Broich']"
33582,Regina Crosby,"['Scott Michael Foster', 'Noa Hegesh', 'Chris Ellis']"
145186,Peter Sullivan,"['Elisa Donovan', 'Gabrielle Carteris', 'Fred Willard']"
158828,Amos Sefer,"['Asher Tzarfati', 'Shmuel Wolf', 'Lilli Avidan']"
243856,Albert Pyun,"['Linden Ashby', 'Andrew Divoff', 'Kimberly Warren']"
32113,Gerald Thomas,"['Kenneth Connor', 'Charles Hawtrey', 'Leslie Phillips']"
21240,Gerald Thomas,"['Kenneth Connor', 'Charles Hawtrey', 'Sid James']"
38503,Gavin Wilding,"['Brendan Fehr', 'Brad Rowe', 'Allison Lange']"
94674,Harry Kümel,"['Hugo Metsers', 'Cox Habbema', 'Ward de Ravet']"
71841,Albert Pyun,"['John Stockwell', 'John Edward Peck', 'Carey Lowell']"
131944,Michael Curtiz,"['John Garfield', 'Claude Rains', 'Priscilla Lane']"
280495,Albert Pyun,"['Samantha Phillips', 'Norbert Weisser', 'Scott Paulin']"
18969,Scott Ziehl,"['William Bassett', 'Sean Patrick Flanery', 'Billy Drago']"
168885,Rene Perez,"['Robert Amstler', 'Jenny Allford', 'Raven Lexy']"
123868,Robert Wise,"['Richard Widmark', 'Don Taylor', 'Max Showalter']"
88253,Albert Pyun,"['Carey Lowell', 'Charles Rocket', 'Trudy Dochterman']"
197647,Harold French,"['Glynis Johns', 'Nigel Patrick', 'Roland Culver']"
51416,D. Ross Lederman,"['Richard Travis', 'Julie Bishop', 'Jackie Gleason']"
30102,Budd Boetticher,"['Otto Kruger', 'Nina Foch', 'William Wright']"
168408,Raoul Walsh,"['Richard Egan', 'Sergio Fantoni', 'Joan Collins']"
36294,Jerry P. Jacobs,"['Dorian Harewood', 'Ray Wise', 'Roy Scheider']"
11612,Enzo Barboni,"['Giuliano Gemma', 'Bud Spencer', 'Robert Middleton']"
114285,Ana Piterbarg,"['Viggo Mortensen', 'Soledad Villamil', 'Daniel Fanego']"
82676,Chris Metzler,"['Norwood Fisher', 'Angelo Moore', 'Ice-T']"
52228,Robert Florey,"['Bette Davis', 'Gene Raymond', 'Frank McHugh']"
225898,Robert Conway,"['Kane Hodder', 'Tiffany Shepis', 'Rena Riffel']"
63727,Manuel Carballo,"['Doug Bradley', 'Stephen Billington', 'Sophie Vavasseur']"
149600,Jesse Wolf,"['Melanie Lynskey', 'Brian Doyle-Murray', 'Colin Ford']"
40474,Umberto Lenzi,"['Martine Brochard', 'John Richardson', 'Ines Pellegrini']"
199155,Albert Band,"['James Whitmore', 'Royal Dano', 'Bettye Ackerman']"
131903,Carol Wiseman,"['Molly Ringwald', 'Patrick Dempsey', 'Lysette Anthony']"
92286,Agustin,"['Andrew Cisneros', 'Jenna Dewan', 'Nestor Serrano']"
250114,Jordan Vogt-Roberts,"['Nick Offerman', 'Marc Evan Jackson']"
280000,David Campbell,"['Jessica Tovey', 'Nicholas Gunn', 'Pippa Black']"
47365,Kaisa Rastimo,"['Janne Virtanen', 'Laura Malmivaara', 'Ronja Arvilommi']"
68737,Sergei Bodrov,"['Jeff Bridges', 'Julianne Moore', 'Ben Barnes']"
64264,Andrei Konchalovsky,"['Yuliya Vysotskaya', 'Aleksandr Domogarov', 'Aleksey Serebryakov']"
149170,Andrei Konchalovsky,"['Irina Kupchenko', 'Leonid Kulagin', 'Beata Tyszkiewicz']"
91261,Andrei Konchalovsky,"['Iya Savvina', 'Lyubov Sokolova', 'Aleksandr Sirin']"
19338,Joseph Sargent,"['Christine Lahti', 'Bruce Davison', 'Jonathan Cake']"
37529,Joel Soisson,"['Kari Wuhrer', 'Jason Scott Lee', 'John Light']"
266080,Frederick Wiseman,[]
214761,Patxi Amézcua,"['Ricardo Darín', 'Belén Rueda', 'Abel Dolz Doval']"
55553,Veikko Aaltonen,['Eeva Litmanen']
278334,Evelyn Purcell,"['Stephen Dorff', 'Svetlana Metkina', 'Maisie Williams']"
176079,M. Blash,"['Jena Malone', 'Chloë Sevigny', 'Luke Grimes']"
73661,Nicholas Smith,"['Randall Batinkoff', 'Trevor Morgan', 'Brooke Peoples']"
136741,Akan Satayev,"['Kuralay Anarbekova', 'Aliya Anuarbek', 'Aliya Telebarisova']"
78093,Jay Lee,"['Jade Dornfeld', 'Tamara Feldman', 'James Duval']"
33990,Jane Simpson,"['Mimi Rose', 'Sheeri Rappaport', 'Jennifer Rubin']"
159211,Christian Bisceglia,"['Harriet MacMasters-Green', 'Sabrina Jolie Perez', 'Jarreth J. Merz']"
57008,Dennis Devine,"['Malerie Grady', ""Marlene Mc'Cohen"", 'Kelly Kula']"
101791,Ryan Andrews,"['Ray Winstone', 'Kimberley Nixon', 'Jaime Winstone']"
99194,Charles B. Pierce,"['Vic Morrow', 'Michael Parks', 'Jessica Harper']"
82492,Andrew Okpeaha MacLean,"['Josiah Patkotak\xa0', 'Frank Qutuq Irelan', 'Teddy Kyle Smith']"
16825,Sergio Martino,"['George Hilton', 'Anita Strindberg', 'Alberto de Mendoza']"
240906,Harvey Frost,"['Candace Cameron Bure', 'Jesse Hutch', 'Alan Thicke']"
16412,Ron Oliver,"['Tom Arnold', 'Andrea Roth', 'Leslie Jordan']"
115084,Jim Wynorski,"['Michael Madsen', 'Rachel Hunter', 'Rib Hillis']"
298533,David Storey,"['Brent Butt', 'Gabrielle Miller', 'Fred Ewanuick']"
41897,Enzo Barboni,"['Giuliano Gemma', 'Ricky Bruch', 'Laura Becherelli']"
280509,David Blair,"['Nico Mirallegro', 'Susan Lynch', 'Daniel Mays']"
79376,Yves Allégret,"['Bernard Blier', 'Simone Signoret', 'Marcello Pagliero']"
43281,Eric Rochant,"['Hippolyte Girardot', 'Mireille Perrier', 'Yvan Attal']"
84193,Rory Kennedy,[]
99946,Sam Taylor,"['Beatrice Lillie', 'Jack Pickford', 'Doris Lloyd']"
201018,Daniel Auteuil,"['Victoire Bélézy', 'Daniel Auteuil', 'Jean-Pierre Darroussin']"
241804,Stanley Donen,"['Carleton Carpenter', 'Janet Leigh', 'Keenan Wynn']"
18948,Dave Marshall,"['Laura Erlich', 'Digory Oaks', 'Erik Bergmann']"
43968,Richard Thorpe,"['Esther Williams', 'Akim Tamiroff', 'Ricardo Montalban']"
39342,Robert A. Endelson,"['Robert Judd', 'Catherine Peppers', 'Lela Small']"
86209,Jonathan Demme,"['Peter Fonda', 'Gino Franco', 'Harry Northup']"
211085,Barry Avrich,['Bob Guccione']
21176,Campbell Scott,"['Denis Leary', 'Hope Davis', 'Marin Hinkle']"
144595,Joram Lürsen,"['Carice van Houten', 'Thijs Römer', 'Benja Bruijning']"
25797,Vincent Bal,"['Carice van Houten', 'Theo Maassen', 'Jack Wouterse']"
28535,Eleanor Lindo,"['Howard Hesseman', 'Jason Spevack', 'Andrea Roth']"
129579,Sergio Martino,"['Anthony Steffen', 'Marcella Michelangeli', 'Aldo Sambrell']"
121342,Sergio Martino,"['Pippo Franco', 'Edwige Fenech', 'Gigi Ballista']"
58080,Sergio Martino,"['Luc Merenda', 'Richard Conte', 'Silvano Tranquilli']"
105860,Sergio Martino,"['Luc Merenda', 'Dayle Haddon', 'Enrico Maria Salerno']"
75754,Sergio Martino,"['Luc Merenda', 'Mel Ferrer', 'Tomás Milián']"
80067,Sergio Martino,"['Claudio Cassinelli', 'Patrizia Castaldi', 'Mel Ferrer']"
19946,Sergio Martino,"['Maurizio Merli', 'John Steiner', 'Philippe Leroy']"
39973,Sergio Martino,"['Ursula Andress', 'Stacy Keach', 'Claudio Cassinelli']"
27905,Sergio Martino,"['Barbara Bach', 'Joseph Cotten', 'Claudio Cassinelli']"
67180,Sergio Martino,"['Lino Banfi', 'Edwige Fenech', 'Milena Vukotic']"
67219,Sergio Martino,"['Barbara Bach', 'Claudio Cassinelli', 'Mel Ferrer']"
43548,Sergio Martino,"['Edwige Fenech', 'Pippo Franco', 'Renato Pozzetto']"
64666,Sergio Martino,"['Elvire Audray', 'Paolo Malco', 'Wandisa Guida']"
197335,Sergio Martino,"['Patrizia Pellegrino', 'Gigi Sammarchi', 'Andrea Roncato']"
82341,Sergio Martino,"['Gigi Sammarchi', 'Andrea Roncato', 'Simona Marchini']"
67221,Sergio Martino,"['Daniel Greene', 'Janet Ågren', 'Claudio Cassinelli']"
84729,Sergio Martino,"['Jason Connery', 'Francesco Quinn', 'Donald Pleasence']"
275239,Sergio Martino,"['Ramona Badescu', 'Giuliano Gensini', 'Donald Hodson']"
48805,Sergio Martino,"['Lino Banfi', 'Biagio Izzo', 'Giuliana Calandra']"
272165,Gordon Parks,"['Avery Brooks', 'Rhetta Greene', 'Mason Adams']"
101125,Gregory Hoblit,"['Clive Owen', 'Laura Linney', 'Christien Anholt']"
75136,Tom Clegg,"['Sean Bean', ""Daragh O'Malley"", 'Hugh Fraser']"
75137,Tom Clegg,"['Sean Bean', ""Daragh O'Malley"", 'Hugh Ross']"
75138,Tom Clegg,"['Sean Bean', ""Daragh O'Malley"", 'Hugh Ross']"
69787,Tom Clegg,"['Sean Bean', 'Brian Cox', ""Daragh O'Malley""]"
153936,Arna Selznick,[]
151068,Grigori Kozintsev,"['Yelena Kuzmina', 'David Gutman', 'Andrei Kostrichkin']"
300706,Scott Foley,"['Patrick Wilson', 'Scott Foley', 'Amy Acker']"
64998,Chang Cheh,"['Chin Ping', 'Margaret Tu Chuan', 'Fanny Fan Lai']"
227359,Keoni Waxman,"['Steven Seagal', 'Danny Trejo', 'Ving Rhames']"
208637,Mahesh Manjrekar,"['Sachin Khedekar', 'Priya Bapat', 'Ketaki Mategaonkar']"
286532,Tristram Shapeero,"['Robin Williams', 'Lauren Graham', 'Wendi McLendon-Covey']"
271185,Allison Burnett,"['Britt Robertson', 'Christian Slater', 'Justin Long']"
63340,Gordon Parks Jr.,"['Jim Brown', 'Fred Williamson', 'Jim Kelly']"
70984,Martin Kitrosser,"['William Thorne', 'Jane Higginson', 'Van Quattro']"
13383,René Cardona,"['José Elías Moreno', 'Cesáreo Quezadas', 'José Luis Aguirre']"
96921,Eric Rochant,"['Yvan Attal', 'Kristin Scott Thomas', 'Charlotte Gainsbourg']"
111022,Scott Hamilton Kennedy,[]
85654,Duncan Gibbins,"['Craig Sheffer', 'Virginia Madsen', 'Jon Polito']"
30305,Thanakorn Pongsuwan,"['Preeti Barameeanat', 'Khanutra Chuchuaysuwan', 'Kumpanat Oungsoongnern']"
190165,Victor Saville,"['Jessie Matthews', 'Sonnie Hale', 'Anna Lee']"
15888,Alki David,"['Billy Zane', 'Amber Savva', 'Kelly Brook']"
33730,Delbert Mann,"['Dick Van Dyke', 'Barbara Feldon', 'John McGiver']"
135047,Sebastian Gutierrez,"['Carla Gugino', 'Danny DeVito', 'Malin Åkerman']"
266031,Lisandro Alonso,"['Viggo Mortensen', 'Ghita Nørby', 'Viilbjork Mallin Agger']"
287486,Dome Karukoski,"['Antti Litja', 'Mari Perankoski', 'Petra Frey']"
287301,Inari Niemi,"['Anna Paavilainen', 'Iina Kuustonen', 'Minka Kuustonen']"
289183,Juha Lehtola,"['Esa Nikkilä', 'Kari Hietalahti', 'Tommi Korpela']"
137614,Óscar Aibar,"['Maria Molins', 'Àlex Brendemühl', 'Pere Ponce']"
300487,Tommi Korpela,"['Tommi Korpela', 'Minna Haapkylä', 'Elina Knihtilä']"
293491,Leif Lindblom,"['Jonas Karlsson', 'Josephine Bornebusch', 'Frida Hallgren']"
239498,Peter Werner,"['Andrea Bowen', 'Jennie Garth', 'Erik von Detten']"
82967,Jay Cheel,['Ralph Zavadil']
248833,Bjorn-Erik Aschim,[]
92321,Takahiro Omori,"['Ayane Sakura', 'Kouki Uchiyama', 'Shinpachi Tsuji']"
196867,Will Gluck,"['Quvenzhané Wallis', 'Jamie Foxx', 'Rose Byrne']"
28532,Antonio Margheriti,"['Barbara Steele', 'Georges Rivière', 'Margarete Robsahm']"
297222,Rajkumar Hirani,"['Aamir Khan', 'Anushka Sharma', 'Sushant Singh Rajput']"
126927,Roddy McDowall,"['Ava Gardner', 'Ian McShane', 'Richard Wattis']"
201076,John Lundberg,[]
283712,Justin Dec,"[""Jim O'Heir"", 'Kevin Wu', 'Clancy McLain']"
224903,Timothy A. Chey,"['Jah Shams', 'Mary Grace', 'Masashi Nagadoi']"
296626,Alexander Yellen,"['Jaime Pressly', 'Kylie Rogers', 'Tobin Bell']"
42996,Irwin Allen,"['Red Buttons', 'Barbara Eden', 'Cedric Hardman']"
130064,Irving Cummings,"['Lon Chaney', 'Edith Roberts', 'Noah Beery']"
64091,Dan Garcia,"['Kevin Sorbo', 'Heather Marie Marsden', 'Bokeem Woodbine']"
84100,Frank Borzage,"['Dick Powell', 'Ruby Keeler', 'Pat O’Brien']"
48854,Siegfried,"['Roschdy Zem', 'Ivry Gitlis', 'Emma Suárez']"
116977,Lawrence Kasanoff,"['Charlie Sheen', 'Wayne Brady', 'Hilary Duff']"
81878,George King,"['Douglass Montgomery', 'Hazel Court', 'Patricia Burke']"
27399,Rudolph Maté,"['Tony Curtis', 'Joanne Dru', 'Lyle Bettger']"
17806,John Kaye,"['Melanie Griffith', 'Patrick Swayze', 'Penelope Ann Miller']"
65186,Alexander Holt,"['Tobias Menzies', ""Genevieve O'Reilly"", 'Gemma Jones']"
95060,Joseph M. Newman,"['Joel McCrea', 'Forrest Tucker', 'John Russell']"
272663,Lesley Selander,"['James Craig', 'Rita Moreno', 'Keith Larsen']"
72474,Edwin L. Marin,"['Randolph Scott', 'David Brian', 'Phyllis Thaxter']"
51175,Joshua Sinclair,"['Henry Cele', 'Omar Sharif', 'Grace Jones']"
106821,William A. Seiter,"['Kay Francis', 'Carole Landis', 'Martha Raye']"
124115,Michael Curtiz,"['Priscilla Lane', 'Rosemary Lane', 'Lola Lane']"
29365,Richard Wallace,"['Glenn Ford', 'Janis Carter', 'Barry Sullivan']"
98010,Michael Curtiz,"['Bradford Dillman', 'Dolores Hart', 'Stuart Whitman']"
42706,Robert Boris,"['Rob Lowe', 'Bill Paxton', 'Randy Travis']"
29628,Allan Arkush,"['Malcolm McDowell', 'Allen Garfield', 'Daniel Stern']"
276918,John Sullivan,"[""Dinesh D'Souza"", 'Barack Obama', 'Josh Bonzie']"
186845,Deborah Koons,[]
252529,Isabel Coixet,"['Sophie Turner', 'Claire Forlani', 'Rhys Ifans']"
173732,Andrea Tonacci,"['Ezequias Marques', 'Thales Penna', 'Milton Gontijo']"
31821,Jeff Anderson,"['Jeff Anderson', 'Rashida Jones', 'Trevor Fehrman']"
288581,Signe Baumane,[]
307127,Adam Miklos,[]
43635,Yuri Kantake,"['Nozomi Sasaki', 'Shosuke Tanihara', 'Hikaru Yamamoto']"
266040,Pascale Ferran,"['Josh Charles', 'Radha Mitchell', 'Mathieu Amalric']"
153854,Eliza Hittman,"['Gina Piersanti', 'Ronen Rubinstein', 'Jesse Cordasco']"
251959,Andrea Tonacci,"['Fransisco Arruda', 'Ronaldo Ferraz', 'Sergio Frederico']"
253065,Hwang Dong-hyuk,"['Shim Eun-kyung', 'Lee Jin-wook', 'Park In-hwan']"
125891,Gustaf Molander,"['Ingrid Bergman', 'Gösta Ekman', 'Inga Tidblad']"
46616,Tay Garnett,"['Irene Dunne', 'Douglas Fairbanks Jr.', 'Alice Brady']"
244049,Jeethu Joseph,"['Mohanlal', 'Meena', 'Asha Sarath']"
149854,Lauri Maijala,"['Joonas Saartamo', 'Krista Kosonen', 'Santtu Karvonen']"
21605,Peter Hewitt,"['Bruce Cook', 'Rupert Grint', 'Simon Callow']"
22058,Henry Levin,"['Fred Williamson', 'Byron Webster', 'Miko Mayama']"
28763,Terence Fisher,"['Peter Cushing', 'Edward Judd', 'Carole Gray']"
135832,Stephan Schesch,"['Tomi Ungerer', 'Katharina Thalbach', 'Ulrich Tukur']"
75298,Yuri Mamin,"['Viktor Mikhaylov', 'Shanna Kerimtayeva', 'Asankul Kuttubayev']"
19365,Danny Roth,"['Ryan Pinkston', 'Tania Raymonde', 'Jennifer Coolidge']"
157674,Phelim McAleer,[]
209293,Daniel Roby,"['Antoine Bertrand', 'Rose-Maïté Erkoreka', 'Guillaume Cyr']"
59439,Robbie Pickering,"['Rachael Harris', 'Jon Gries', ""Matt O'Leary""]"
276908,Sam Esmail,"['Justin Long', 'Emmy Rossum', 'Kayla Servi']"
42811,Edward Sedgwick,"['Buster Keaton', 'Anita Page', 'Trixie Friganza']"
240881,Shana Betz,"['Anna Paquin', 'Drea de Matteo', 'Cam Gigandet']"
274478,Jerry P. Jacobs,"['Michael Dudikoff', 'Tone Loc', 'Felicity Waterman']"
56539,Arthur Marks,"['Pam Grier', 'Yaphet Kotto', 'Godfrey Cambridge']"
106136,Norry Niven,"['Danny Glover', 'Graham Greene', 'Ashley Bell']"
49391,Julian Fellowes,"['Maggie Smith', 'Dominic West', 'Timothy Spall']"
162059,Michael Curtiz,"['Bette Davis', 'George Brent', 'Roscoe Karns']"
16365,Ernest R. Dickerson,"['Dean Cain', 'Vanessa Williams', 'Wesley Snipes']"
152986,Archie Mayo,"['Barbara Stanwyck', 'Joel McCrea', 'Pat O’Brien']"
142012,Mario Van Peebles,"['Mario Van Peebles', 'Josh Brolin', 'Cynda Williams']"
54165,David Hamilton,"['Monica Broeke', 'Joan', 'Catherine']"
105404,Sidney Lumet,"['Anne Bancroft', 'Ron Silver', 'Carrie Fisher']"
16460,Mark A.Z. Dippé,"['Frank Welker', 'Rajia Baroudi', 'Gregg Berger']"
26728,Mark A.Z. Dippé,"['Frank Welker', 'Tim Conway', 'Gregg Berger']"
19993,Marty Callner,['George Lopez']
133704,Troy Miller,"['George Lopez', 'Tommy Chong', 'Cheech Marin']"
28630,Marty Callner,['George Lopez']
37238,Arnold Laven,"['Chuck Connors', 'Kamala Devi', 'Pat Conway']"
31609,Cheech Marin,"['Cheech Marin', 'Tommy Chong', 'John Paragon']"
94568,Sidney Miller,"['Mary Ann Mobley', ""Joan O'Brien"", 'Nancy Sinatra']"
50392,Lamberto Bava,"['Laura Harring', 'John Hannah', 'Pete Postlethwaite']"
159638,Scott Rutherford,"['Carlos Santos', 'J.R. Villarreal', 'Tony Cavalero']"
303542,Gabriele Salvatores,"['Ludovico Girardello', 'Valeria Golino', 'Fabrizio Bentivoglio']"
17825,François Desagnat,"['Michaël Youn', 'Vincent Desagnat', 'Benjamin Morgaine']"
198184,Neill Blomkamp,"['Sharlto Copley', 'Dev Patel', 'Ninja']"
130925,Mark A. Walsh,"['Tom Hanks', 'Tim Allen', 'Wallace Shawn']"
141423,Brian Larsen,"['Julie Walters', 'Steve Purcell', ""Callum O'Neil""]"
256835,Steve Purcell,"['Tom Hanks', 'Tim Allen', 'Joan Cusack']"
241930,Thomas Verrette,"['Justice Leak', 'Robert Pralgo', 'Jason Turner']"
265297,Wim Wenders,"['Juliano Ribeiro Salgado', 'Wim Wenders', 'Hugo Barbier']"
42012,Corey Yuen Kwai,"['Cynthia Rothrock', 'Loren Avedon', 'Max Thayer']"
81586,,[]
128946,Torgny Anderberg,"['Douglas Håge', 'Hjördis Petterson', 'Lars Ekborg']"
42759,Ken Annakin,"['Charlton Heston', 'Raimund Harmstorf', 'George Eastman']"
39485,Ken Annakin,"['Yvonne De Carlo', 'Peter Ustinov', 'Bill Owen']"
36339,Ken Annakin,"['Derek Farr', 'Joan Hopkins', 'Peter Lorre']"
252746,Ken Annakin,"['Jimmy Edwards', 'Laurence Harvey', 'David Tomlinson']"
73027,Ken Annakin,"['Rod Steiger', 'David Knight', 'Marla Landi']"
190474,Irving Allen,"['Richard Todd', 'Anne Aubrey', 'Jamie Uys']"
121611,Ken Annakin,"['Vittorio De Sica', 'Raquel Welch', 'Robert Wagner']"
268536,Jonathan Demme,"['Wallace Shawn', 'Julie Hagerty', 'Larry Pine']"
253454,Yoshihiro Nakamura,"['Mao Inoue', 'Go Ayano', 'Misako Renbutsu']"
232175,Ron Krauss,"['Vanessa Hudgens', 'Rosario Dawson', 'Brendan Fraser']"
18682,Boris Sagal,"['Elvis Presley', 'Shelley Fabares', 'Harold J. Stone']"
95997,Ernest R. Dickerson,"['David Krumholtz', 'Tory Kittles', 'Carmine Giovinazzo']"
117942,Michael Hoffman Jr.,"['Katie Peterson', 'Shea Stewart', 'Brandy Whitford']"
61038,Carmen Marron,"['Aimee Garcia', 'Al Bandiero', 'Jossara Jinaro']"
33709,Raoul Walsh,"['Marion Davies', 'Bing Crosby', ""Fifi D'Orsay""]"
130452,Ray Enright,"['Rudy Vallee', 'Rosemary Lane', 'Hugh Herbert']"
69878,Marc Meyers,"['Robert Loggia', 'Jack Carpenter', 'Victoria Clark']"
111317,Gordon Douglas,"['Oliver Hardy', 'Harry Langdon', 'Billie Burke']"
150247,Ivan Tors,"['Jay North', 'Martin Milner', 'Andy Devine']"
222370,Jay Chapman,['Jim Breuer']
127150,Joe Angio,"['Marva Allen', 'Emanuel Azenberg', 'Spike Lee']"
148777,Fenton Bailey,"['Anna Wintour', 'Grace Coddington', 'Hamish Bowles']"
207871,Annette Haywood-Carter,"['Jim Caviezel', 'Jaimie Alexander', 'Chiwetel Ejiofor']"
209686,Teemu Nikki,[]
285700,Yury Bykov,"['Artyom Bystrov', 'Natalya Surkova', 'Yuriy Tsurilo']"
226227,Peter Sanders,[]
199291,Sarah McCarthy,[]
125034,Danielle Gardner,"['Michael Santosusso', 'Sandra Palmeri']"
121727,Jerry Jameson,"['John Beck', 'Jim Bohan', 'Billy Green Bush']"
260346,Olivier Megaton,"['Liam Neeson', 'Forest Whitaker', 'Maggie Grace']"
201088,Michael Mann,"['Chris Hemsworth', 'Leehom Wang', 'Tang Wei']"
188984,Lawrence Blume,"['Willa Holland', 'Tatanka Means', 'Amy Jo Johnson']"
147903,Irving Pichel,"['Randolph Scott', 'Janis Carter', 'Jerome Courtland']"
259912,Peter Ustinov,"['Peter Ustinov', 'Herbert Lom', 'Denis Quilley']"
197737,Jack Conway,"['Nelson Eddy', 'Virginia Bruce', 'Victor McLaglen']"
213603,Paola di Florio,['Stockard Channing']
144610,Lau Kar-Wing,"['Cynthia Rothrock', 'Kiu Wai Miu', 'Shing Fui-On']"
36463,Fred F. Sears,"['Lee J. Cobb', 'Patricia Medina', 'Edward Arnold']"
315360,Mårten Klingberg,"['Peter Haber', 'Mikael Persbrandt', 'Ingvar Hirdwall']"
72240,Tom McLoughlin,"['Alexa PenaVega', 'Lisa Vidal', 'Leah Pipes']"
126644,Lev Kuleshov,"['Aleksandra Khokhlova', 'Vladimir Fogel', 'Pyotr Galadzhev']"
73198,Peter Levin,"['Nikki Blonsky', 'Annie Potts', 'Lily Holleman']"
71886,Paul Hoen,"['Clara Bryant', 'Shia LaBeouf', 'Mare Winningham']"
127808,Michael Anderson,"['Natalie Wood', 'Robert Wagner', 'Susan Kohner']"
315057,Antti Heikki Pesonen,"['Armi Toivanen', 'Eero Ritala', 'Mimosa Willamo']"
315044,Taru Mäkelä,"['Pirkka-Pekka Petelius', 'Emmi Parviainen', 'Emmi Parviainen']"
216736,Mario Monicelli,"['Sophia Loren', 'Gigi Proietti', 'William Devane']"
38898,Jerzy Kawalerowicz,"['Lucyna Winnicka', 'Leon Niemczyk', 'Teresa Szmigielówna']"
193348,Tadeusz Konwicki,"['Zbigniew Cybulski', 'Jerzy Block', 'Marta Lipińska']"
278329,Akseli Tuomivaara,['Mikko Neuvonen']
26700,Adrià García,"['Imanol Arias', 'Natalia Rodríguez', 'Carlos Sobera']"
294652,Julius Avery,"['Ewan McGregor', 'Brenton Thwaites', 'Alicia Vikander']"
284793,Robert J. Flaherty,['Robert J. Flaherty']
115132,Merian C. Cooper,"['Merian C. Cooper', 'Ernest B. Schoedsack', 'Marguerite Harrison']"
38267,Jacques Tourneur,"['Vincent Price', 'David Tomlinson', 'Tab Hunter']"
66969,Michel Boisrond,"['Brigitte Bardot', 'Jean Bretonnière', 'Françoise Fabian']"
92251,Jean Aurel,"['Brigitte Bardot', 'Maurice Ronet', 'Christina Holme']"
